zcta,aland_sqm
58704,4482694
58705,385418
58707,165857
58710,479110176
58711,305877797
58712,308392901
58713,70143319
58716,184036672
58718,1071263010
58721,618983989
58722,163053534
58723,533264337
58725,373951203
58727,644594243
58730,639465395
58731,307187233
58733,241592444
58734,487349989
58735,513014274
58736,416390267
58737,354322597
58740,432473846
58741,420153053
58744,224102085
58746,1132212218
58748,309062120
58750,573240412
58752,174845656
58755,230392036
58756,230407884
58757,957635358
58758,286597867
58759,599504793
58760,392438718
58761,727699590
58762,282671126
58763,1341834584
58765,415481170
58768,202388704
58769,527732478
58770,642923150
58771,717226259
58772,129433504
58773,808629334
58775,223232391
58776,432429999
58778,350775755
58779,741693591
58781,277754826
58782,491558484
58783,681926199
58784,830808480
58785,118825245
58787,272235801
58788,1384484464
58789,364321141
58790,475814678
58792,423260936
58793,423076156
58794,252456782
58795,524126023
58801,2154279047
58830,767479706
58831,858003858
58833,220301294
58835,591173772
58838,643444285
58843,554677675
58844,608321378
58845,667338908
58847,506671527
58849,657097737
58852,898873654
58853,9721852
58854,1565898802
58856,478138895
59001,414227250
59002,169045876
59003,1765058118
59006,166990384
59007,149416467
59008,263489809
59010,857302973
59011,2425913173
59012,667618256
59013,7789121
59014,1068516111
59015,645684718
59016,1023182224
59018,541810832
59019,881842912
59020,606785617
59022,428751267
59024,1298185620
59025,1174360516
59026,53253984
59027,558422920
59028,568270088
59029,262322255
59030,1254364417
59031,181880690
59032,1093484557
59033,198619725
59034,1980811541
59035,195443004
59036,1464978661
59037,487473124
59038,2262218848
59039,1127717900
59041,508562970
59043,1056421349
59044,459567818
59046,1446801243
59047,2319474162
59050,1588975432
59052,1799017009
59053,1524151764
59054,1676617694
59055,637192569
59057,684763458
59058,1026238901
59059,642631738
59061,697299469
59062,341075857
59063,189147716
59064,385922291
59065,152860794
59066,777105146
59067,893463014
59068,1367094320
59069,904515345
59070,407271817
59071,253255104
59072,2590962108
59074,1557168732
59075,751268974
59076,30794006
59077,1406229219
59078,645136296
59079,916267239
59081,2263088
59082,759679
59085,760082149
59086,1241497006
59087,3839007762
59088,854361500
59089,642618575
59101,1317022987
59102,38251798
59105,269325987
59106,251373242
59201,3566638262
59211,275550905
59212,791571530
59213,1141472647
59214,887203705
59215,3438618429
59217,8982663
59218,848077265
59219,661784427
59221,734928235
59222,611552950
59223,575135978
59225,791506004
59226,841580939
59230,3997569330
59231,5165801
59240,104525596
59241,3424636327
59242,98620836
59243,988974258
59244,510907374
59247,398992639
59248,1529648868
59250,1418913775
59252,497883129
59253,660779824
59254,703168112
59255,1732821902
59256,164236331
59257,397047573
59258,465474709
59259,1622941086
59260,894296422
59261,1294008347
59262,714164696
59263,1739565892
59270,2490102145
59274,927463358
59275,987609111
59276,290868610
59301,8146050762
59311,2630286797
59312,651084174
59313,2400405669
59314,729391786
59315,584606100
59317,4768458304
59318,1333756234
59322,1420076223
59323,159960531
59324,4156568839
59326,918452296
59327,5481144122
59330,3145465008
59332,1555427929
59333,19229983
59336,2404527231
59337,5968827981
59338,202541565
59339,843954266
59343,453655652
59344,1163444102
59347,2183107566
59349,3622333946
59351,1383566092
59353,2304120778
59354,116522839
59401,8044590
59404,936664575
59405,1050776197
59410,3027340095
59411,618376724
59412,994121999
59414,4304764
59416,899392350
59417,3630417079
59418,264326072
59419,215672910
59420,633613919
59421,1797664500
59422,2768984243
59424,178075510
59425,1461838985
59427,2753903096
59430,1319762493
59432,126806721
59433,937084769
59434,754785425
59436,681797069
59440,441454390
59441,640930355
59442,2202462624
59443,161464545
59444,861556376
59446,1834749979
59447,1005636117
59448,292688228
59450,987006620
59451,596379257
59452,1072717400
59453,1148316104
59454,324014187
59456,970108940
59457,2801030846
59460,718405160
59461,137164217
59462,359420982
59463,590572992
59464,567141979
59465,112837116
59466,395787682
59467,637020608
59468,652412276
59469,264132102
59471,2446584331
59472,104486221
59474,1829334406
59477,186858814
59479,1679460143
59480,634082988
59482,844492448
59483,270530931
59484,344475044
59485,52358397
59486,1419368663
59487,136065527
59489,1642087959
59501,3331575390
59520,2808061393
59521,763282497
59522,2303472915
59523,3536809208
59524,1864400371
59525,865879969
59526,2022059449
59527,545158801
59528,393709664
59529,1073117026
59530,634198460
59531,589928485
59532,560984263
59535,1905251573
59537,1168274953
59538,6648082836
59540,1038480235
59542,632981307
59544,1389385687
59545,226755806
59546,1337749510
59547,73232960
59601,357815285
59602,1381961155
59631,441816039
59632,1296409216
59633,578888319
59634,398452153
59635,186858560
59636,5051542
59638,249605559
59639,1754040388
59640,8934722
59642,322917801
59643,538810986
59644,1915224343
59645,4323480625
59647,202491122
59648,1729328665
59701,1171182160
59703,2327613
59710,1571911216
59711,1597730914
59713,425986487
59714,1152229706
59715,1198137212
59716,1038496444
59718,619865299
59720,943844740
59721,666657906
59722,947991981
59724,1514993511
59725,5618305747
59727,715767211
59728,533948893
59729,1394691085
59730,1743860371
59731,354534069
59732,359759313
59733,470404867
59735,449972556
59736,1095284324
59739,2499893140
59740,302753193
59741,406684282
59743,212033518
59745,453394377
59746,419420827
59747,149991508
59748,52590449
59749,513068391
59750,173742894
59751,600431561
59752,1001779644
59754,766663374
59755,217389889
59756,29882617
59758,826820812
59759,1178911814
59760,154753591
59761,2229755939
59762,1585569041
59801,17620668
59802,119179636
59803,206529028
59804,325893964
59808,339568270
59820,1030833802
59821,610261651
59823,836511017
59824,233926778
59825,1342873626
59826,1132221797
59827,196102693
59828,431830063
59829,1935578533
59830,84787543
59831,281134417
59832,673480732
59833,450146726
59834,190465972
59837,432029155
59840,1212976411
59841,3357266
59842,331776649
59843,958028075
59844,312695749
59845,1180353872
59846,533652722
59847,927922998
59848,91558542
59851,558385
59853,674688818
59854,958267592
59855,1882688
59856,206782171
59858,2118524462
59859,1796208231
59860,629175098
59863,31915955
59864,490167273
59865,405205663
59866,587993439
59867,151041772
59868,468779126
59870,657254369
59871,867383220
59872,1236956310
59873,1960224862
59874,919999038
59875,336065221
59901,1171049290
59910,143501085
59911,1016144330
59912,363103652
59913,148010215
59914,36077501
59915,87198248
59916,270177510
59917,669382102
59918,232716764
59919,2461048940
59920,466312582
59922,87708538
59923,3547275355
59925,977297160
59926,24969538
59927,614803024
59928,1553904402
59929,156549516
59930,214797393
59931,26542966
59932,68540404
59933,20769714
59934,491089529
59935,2327420293
59936,2379545096
59937,779520972
60002,84399143
60004,28704998
60005,16987011
60007,36529106
60008,13402056
60010,191280513
60012,44962952
60013,37745244
60014,65383577
60015,35112934
60016,27513872
60018,42518240
60020,11953528
60021,5646501
60022,10198638
60025,29805044
60026,10552664
60029,2165140
60030,66434016
60031,48913634
60033,313937630
60034,67424353
60035,32923912
60040,1833725
60041,24877900
60042,11714276
60043,1588618
60044,19628553
60045,54929340
60046,59372490
60047,90369021
60048,71175647
60050,72362318
60051,82922153
60053,13016050
60056,27835009
60060,60995632
60061,20629066
60062,47972946
60064,13436790
60067,35474211
60068,18367182
60069,17493960
60070,9351917
60071,67404666
60072,20737863
60073,52950532
60074,18468463
60076,13865962
60077,10428194
60081,45790306
60083,68447525
60084,37776220
60085,38939171
60087,34550882
60088,6111603
60089,25235666
60090,24301992
60091,13853057
60093,22065723
60096,12258080
60097,38024753
60098,272992290
60099,58408993
60101,29968030
60102,37611497
60103,49807659
60104,6096352
60106,23276912
60107,20660587
60108,18731820
60109,7439577
60110,23084207
60111,52842711
60112,9574774
60113,402857
60115,209090567
60118,52010907
60119,130721295
60120,43072177
60123,35522892
60124,98994560
60126,28807560
60129,44329861
60130,7172106
60131,14375338
60133,21062339
60134,39727260
60135,120109608
60136,18038137
60137,28039329
60139,14374922
60140,212542460
60141,1085472
60142,103548499
60143,17809862
60144,87228
60145,92815535
60146,139275648
60148,35162588
60150,138659976
60151,211164936
60152,244554591
60153,7764677
60154,12486280
60155,4808991
60156,29255596
60157,3823365
60160,11518381
60162,8251546
60163,4171827
60164,12279808
60165,880317
60169,19907679
60171,5847493
60172,18130651
60173,15863428
60174,35837298
60175,88270065
60176,6862640
60177,22136892
60178,179534998
60180,55978292
60181,17112982
60184,21024246
60185,78603619
60187,17171517
60188,26154118
60189,26497326
60190,12023068
60191,14537049
60192,27300941
60193,23668110
60194,9378974
60195,5112192
60201,12235930
60202,7914321
60203,1766120
60301,405528
60302,7798362
60304,3968561
60305,6411806
60401,147129666
60402,13646765
60403,16855711
60404,40426419
60406,14408331
60407,30954441
60408,19353600
60409,19273568
60410,64196833
60411,81995613
60415,5954575
60416,57871457
60417,100843198
60419,10896754
60420,260423788
60421,105570835
60422,10903418
60423,94421678
60424,133824366
60425,12468727
60426,19955825
60428,13453728
60429,10146675
60430,17632747
60431,35194987
60432,21688656
60433,33366006
60435,27729695
60436,39027713
60437,49756367
60438,20574217
60439,78749838
60440,41630551
60441,72667952
60442,177127376
60443,29947449
60444,122153963
60445,17911386
60446,43302568
60447,176632667
60448,46979001
60449,125865845
60450,407498493
60451,66383777
60452,24101823
60453,21901342
60455,11279201
60456,1240338
60457,7501778
60458,7439949
60459,10869123
60460,249093727
60461,7200228
60462,40583975
60463,13929509
60464,20227993
60465,12296849
60466,16587773
60467,37645676
60468,187168280
60469,2425436
60470,96170868
60471,12423694
60472,4284950
60473,22032018
60474,8359537
60475,12476000
60476,8746902
60477,33047320
60478,13439500
60479,105688734
60480,15111473
60481,284975205
60482,6322622
60484,17368550
60487,22358475
60490,24445573
60491,65955998
60501,12532291
60502,26896371
60503,8712343
60504,22923197
60505,28977683
60506,48282622
60510,67280387
60511,77271234
60512,20684998
60513,8172342
60514,5241059
60515,29198128
60516,20498203
60517,22479903
60518,346889605
60519,148753
60520,116376085
60521,12238661
60523,23193451
60525,32643286
60526,7114833
60527,37558161
60530,72674370
60531,150904338
60532,23124924
60534,4397185
60536,1906332
60537,1701978
60538,26132227
60539,1942365
60540,34220462
60541,218805464
60542,24318913
60543,110452890
60544,59851758
60545,98047062
60546,10029702
60548,104727717
60549,61566310
60550,115346451
60551,149505862
60552,70266401
60553,133308381
60554,92364188
60555,17837511
60556,135456203
60557,1740609
60558,9128062
60559,12678712
60560,201239521
60561,16094186
60563,39275307
60564,41622177
60565,32157159
60585,41380399
60586,45434924
60601,934220
60602,225477
60603,375231
60604,239822
60605,3225616
60606,569723
60607,5927990
60608,16322728
60609,20050127
60610,2997498
60611,2117500
60612,9709578
60613,5632027
60614,8080154
60615,5729684
60616,10354591
60617,35878908
60618,12942897
60619,15595533
60620,18349458
60621,9656670
60622,6398120
60623,13911299
60624,9155266
60625,10035116
60626,4415539
60628,28281720
60629,17617069
60630,12365869
60631,9638994
60632,19250522
60633,26638250
60634,18422445
60636,10132442
60637,11729657
60638,28764863
60639,12632838
60640,6247465
60641,10468070
60642,4281350
60643,19029084
60644,9074673
60645,5847013
60646,11840704
60647,10410307
60649,7586749
60651,9052859
60652,12987856
60653,6041423
60654,1464801
60655,11408007
60656,8465225
60657,5888313
60659,5251088
60660,3340836
60661,769918
60706,7660354
60707,9344359
60712,6888787
60714,16473807
60803,19625093
60804,19823813
60805,8826671
60827,18168371
60901,248005648
60910,1298845
60911,166232473
60912,92087539
60913,118789590
60914,126357528
60915,8217289
60917,95752037
60918,131349119
60919,90282925
60920,5096493
60921,185220064
60922,137659790
60924,188020204
60926,7159743
60927,190176324
60928,28561867
60929,101715455
60930,114191954
60931,119381211
60932,1917881
60933,5239178
60934,83820345
60935,49024267
60936,262315570
60938,131983082
60940,195924596
60941,135780213
60942,299218749
60945,1312546
60946,112748253
60948,122112924
60949,65395189
60950,197830066
60951,137890123
60952,106388792
60953,385064848
60954,172066815
60955,225530182
60957,258433142
60958,135177197
60959,143608748
60960,215151139
60961,96034855
60962,104710129
60963,201660214
60964,194214840
60966,155601998
60968,112093652
60969,655727
60970,336472064
60973,89922849
60974,3460023
61001,100465337
61006,179883774
61007,69297960
61008,223659918
61010,100592710
61011,98666176
61012,93935978
61013,884693
61014,168290562
61015,106076672
61016,73031543
61018,83430412
61019,93713978
61020,81789043
61021,387862790
61024,161872085
61025,90198386
61027,666664
61028,276961202
61030,154556197
61031,120108568
61032,383349108
61036,275422975
61037,435090
61038,110360513
61039,72449898
61041,154632621
61042,172296385
61043,4883561
61044,32570451
61046,213223804
61047,172280675
61048,215701794
61049,52837162
61050,24749065
61051,139477860
61052,71493524
61053,286078616
61054,102815853
61057,4351878
61059,4316707
61060,93711332
61061,271521530
61062,190678491
61063,197827997
61064,273637886
61065,132296352
61067,77759932
61068,304555189
61070,89882694
61071,184220352
61072,136020910
61073,70980618
61074,192515053
61075,130931039
61077,82842
61078,148967843
61079,4571207
61080,64891260
61081,319770723
61084,90063182
61085,334795872
61087,77074202
61088,142564466
61089,111058360
61091,2110432
61101,107833746
61102,89139634
61103,44659698
61104,11681526
61107,38402984
61108,27553654
61109,100101265
61111,36726478
61112,2021924
61114,20601481
61115,27431662
61201,46353519
61230,48696395
61231,387926840
61232,7322624
61234,149516109
61235,134820093
61236,3742778
61238,268056989
61239,4381420
61240,95389187
61241,46756303
61242,81285878
61243,70560796
61244,67833995
61250,221798036
61251,46004873
61252,152851512
61254,447710090
61256,3423661
61257,106226316
61258,956764
61259,197919489
61260,151684492
61261,46507871
61262,111400246
61263,781594
61264,185829607
61265,48860870
61270,392965603
61272,233459585
61273,120882540
61274,63316215
61275,87161749
61276,6052193
61277,327746448
61278,2591096
61279,110261793
61281,99904878
61282,8622960
61283,214956874
61284,116914241
61285,102304040
61301,103072764
61310,277618425
61311,40197069
61312,90491291
61313,108824054
61314,121032520
61315,3751908
61316,4100429
61317,8460303
61318,89557165
61319,128654320
61320,2267358
61321,72555582
61322,10451531
61323,449228
61324,503962
61325,130783141
61326,127744724
61327,88937149
61328,1261054
61329,4521397
61330,199647673
61331,71553
61332,1318543
61333,46353825
61334,96159590
61335,54053678
61336,101917601
61337,17132235
61338,1433796
61340,1324368
61341,235414695
61342,272054992
61344,63409739
61345,127326445
61346,407746
61348,98752789
61349,171107747
61350,398081933
61353,82411500
61354,109843613
61356,460011656
61358,64472311
61359,2182030
61360,128636315
61361,220527393
61362,64424195
61363,1333168
61364,375801052
61367,120753016
61368,190385884
61369,118766172
61370,135893477
61372,667768
61373,125700150
61374,7320995
61375,124183167
61376,250124874
61377,141436874
61378,153470988
61379,107283402
61401,296373448
61410,106709304
61411,98088767
61412,194419899
61413,82432122
61414,131253172
61415,290375773
61416,2320332
61417,74414319
61418,137814131
61419,1362819
61420,184063960
61421,245233350
61422,102534713
61423,127109215
61424,1885613
61425,80163205
61426,8221384
61427,151861651
61428,85154283
61430,4492954
61431,86906295
61432,95386999
61433,2747558
61434,204951164
61435,25324078
61436,158781737
61437,104234954
61438,111128236
61439,1744120
61440,132193902
61441,158830564
61442,67534997
61443,252602804
61447,95766253
61448,109114866
61449,97458779
61450,216907653
61451,59553065
61452,76051412
61453,148196519
61454,80509934
61455,442426819
61458,215179071
61459,90836838
61460,90443713
61462,405134939
61465,108233781
61466,60617977
61467,127968485
61468,5047830
61469,117964079
61470,57377557
61471,833419
61472,102374676
61473,269020338
61474,73385510
61475,76469113
61476,105666474
61477,130085373
61478,94246253
61479,31092819
61480,164537833
61482,143185390
61483,245592406
61484,99360244
61485,112130348
61486,111462379
61488,66917074
61489,118413299
61490,101965346
61491,258334427
61501,201147118
61516,81897260
61517,178546616
61519,3075062
61520,398061688
61523,138281321
61524,616800
61525,81155651
61526,82647138
61528,47285899
61529,165745621
61530,161567386
61531,145871141
61532,86187495
61533,106238986
61534,142619843
61535,22496212
61536,106272890
61537,152862222
61539,2034486
61540,135160037
61541,425089
61542,297641437
61543,20224651
61544,85050159
61545,78967744
61546,257184168
61547,57231089
61548,196043155
61550,105727361
61552,1391503
61553,690657
61554,180281768
61559,254283396
61560,85749191
61561,142792603
61562,70325
61563,902895
61564,732627
61565,170603104
61567,95567787
61568,174268338
61569,102079466
61570,172432869
61571,147101200
61572,92318350
61602,3697120
61603,10901049
61604,40885300
61605,10732620
61606,3445435
61607,83102124
61610,10957395
61611,105508630
61614,31256538
61615,81888811
61616,6490738
61625,36362
61701,28961676
61704,47783068
61705,226439045
61720,72676095
61721,92019596
61722,131266215
61723,168157039
61724,99096114
61725,124676588
61726,236632786
61727,319250025
61728,169818346
61729,48700899
61730,75628011
61731,57624909
61732,144371850
61733,55716984
61734,214524850
61735,81250744
61736,95275026
61737,88344864
61738,206889711
61739,252803542
61740,191026088
61741,144901759
61742,16133450
61743,39148872
61744,202567022
61745,203410558
61747,71987661
61748,102262781
61749,84218530
61750,3089792
61751,4303557
61752,216330302
61753,220335017
61754,174906138
61755,127060042
61756,213561484
61759,87991423
61760,189353938
61761,109969074
61764,421389980
61769,98171394
61770,161421089
61771,59641345
61772,72193109
61773,112637361
61774,111652831
61775,89637124
61776,113942096
61777,104226703
61778,78179237
61801,13850883
61802,214558746
61810,53432083
61811,73419329
61812,69100668
61813,168761666
61814,55782958
61815,754772
61816,74437670
61817,72222054
61818,106729799
61820,16910551
61821,19483004
61822,281398445
61830,98571316
61831,30081629
61832,67130623
61833,4036631
61834,277929982
61839,86282325
61840,86480804
61841,149778582
61842,257735949
61843,98373644
61844,150268304
61845,77978750
61846,113269173
61847,80639834
61848,2003490
61849,148885127
61850,89190823
61851,88470172
61852,51003040
61853,125403755
61854,138917458
61855,26456777
61856,270151656
61857,625437
61858,74563395
61859,81191459
61862,104397885
61863,84232159
61864,59010106
61865,199528229
61866,207862733
61870,107061138
61871,899934
61872,85048992
61873,174220978
61874,10724244
61875,82296906
61876,112624465
61877,72984498
61878,71953930
61880,156931988
61882,97955983
61883,55137974
61884,66157592
61910,268621347
61911,163016189
61912,131310253
61913,107990276
61914,153460667
61917,164859796
61919,56771950
61920,387589325
61924,375438149
61925,108195126
61928,93157951
61929,105033724
61930,80776977
61931,82502954
61932,56087567
61933,155106483
61936,5812755
61937,243853584
61938,322783428
61940,72434849
61941,3541165
61942,183442868
61943,201296292
61944,686567505
61949,7342171
61951,349306942
61953,312305076
61955,501456
61956,87587997
61957,213369321
62001,132749251
62002,108770895
62006,76056274
62009,9730950
62010,57308042
62011,74047459
62012,154317999
62013,64021057
62014,153796019
62015,86312925
62016,343641533
62017,82067120
62018,8257585
62019,70336824
62021,51904407
62022,48568123
62023,809632
62024,16190924
62025,282301210
62027,165413508
62028,15291373
62030,262397
62031,148811521
62032,122819109
62033,127769074
62034,36190365
62035,119476750
62036,74093455
62037,151490758
62040,115301795
62044,269821967
62045,98230977
62046,2057407
62047,93278371
62048,19731981
62049,219842122
62050,145097789
62051,98633327
62052,365186343
62053,118830200
62054,100905590
62056,279502476
62058,3106583
62059,667377
62060,9129801
62061,62692182
62062,16554124
62063,125232598
62065,27990880
62067,47728479
62069,82461570
62070,4417107
62074,107380894
62075,286449593
62076,946929
62077,1324751
62078,1154545
62079,24509585
62080,314672431
62081,63397371
62082,281229515
62083,50643309
62084,13759339
62085,2057344
62086,137400280
62087,7843117
62088,112063858
62089,2001143
62090,4132829
62091,81551702
62092,161286272
62093,1648018
62094,83032695
62095,17987422
62097,100243035
62098,8417002
62201,38685554
62203,17219997
62204,14500565
62205,13071927
62206,36283804
62207,17282518
62208,34735111
62214,165560217
62215,27625422
62216,55159126
62217,71355429
62218,119809109
62219,1569624
62220,75827371
62221,88949365
62223,65595193
62225,18351334
62226,36095917
62230,129163251
62231,492009144
62232,34120278
62233,169006274
62234,95111859
62236,141386878
62237,249631974
62238,110405941
62239,20426808
62240,42030023
62241,94923626
62242,142714745
62243,136294423
62244,129288060
62245,55502088
62246,369930668
62248,460719
62249,220803299
62250,984987
62253,87218460
62254,98066644
62255,65442458
62257,190771849
62258,190374134
62260,122934967
62261,74558188
62262,174238200
62263,377423452
62264,169537151
62265,100397589
62266,2937471
62268,135209621
62269,69992060
62271,150160165
62272,98432102
62273,3481639
62274,361682742
62275,263603144
62277,165448437
62278,265198152
62279,344845
62280,136474098
62281,87640749
62282,2638905
62284,72387078
62285,42374924
62286,280148821
62288,98316929
62289,534706
62292,3795054
62293,154025637
62294,79824586
62295,176098383
62297,61893093
62298,373565974
62301,29320578
62305,358343015
62311,132146713
62312,238508122
62313,109585087
62314,180885291
62316,106624091
62319,105159158
62320,225508394
62321,433919608
62323,107721909
62324,228781516
62325,40721975
62326,196774282
62330,209339091
62334,5796727
62336,153002
62338,94956315
62339,84590918
62340,235892353
62341,120321014
62343,196488192
62344,92629142
62345,55969004
62346,87700410
62347,310882778
62348,4671354
62349,114853124
62351,191977297
62352,998886
62353,485106878
62354,95028343
62355,211647451
62356,150907711
62357,51978500
62358,111647005
62359,10359001
62360,92596705
62361,156174712
62362,1014507
62363,409148885
62365,72639780
62366,184464783
62367,295794061
62370,163168232
62373,93070536
62374,59540770
62375,116197910
62376,195363200
62378,173876044
62379,247263807
62380,109909138
62401,269780420
62410,97203076
62411,222923814
62413,81303954
62414,191322242
62417,93662018
62418,238956724
62419,59846072
62420,318704703
62421,137194651
62422,103436737
62423,59943892
62424,223420933
62425,108262056
62426,122804157
62427,230029860
62428,248626728
62431,142505646
62432,103050738
62433,83413457
62434,69027437
62436,58056728
62438,68505583
62439,365041034
62440,99990253
62441,448873843
62442,365072487
62443,190102538
62444,75284022
62445,121829245
62446,155139701
62447,154919442
62448,528392771
62449,316665836
62450,394259907
62451,161428863
62452,52168465
62454,318696605
62458,147711505
62459,2827359
62460,119692575
62461,103656245
62462,104276865
62463,120637095
62465,96122397
62466,367835579
62467,152638142
62468,183138077
62469,60539450
62471,354576270
62473,57243201
62474,93928266
62475,78337912
62476,194837586
62477,163834517
62478,76422714
62479,136911552
62480,147412679
62481,93312189
62501,205318840
62510,198343211
62512,120520230
62513,180252105
62514,2889732
62515,164606859
62517,318267
62518,65978480
62519,3893666
62520,56408616
62521,173344691
62522,65638696
62523,1241683
62526,159769039
62530,73257507
62531,156306969
62532,5424452
62533,125736303
62534,153264670
62535,9574283
62536,17907089
62537,2411086
62538,87995970
62539,120517199
62540,5338805
62541,1063300
62543,53719940
62544,176977886
62545,71761004
62546,296244354
62547,108466995
62548,229913916
62549,20524066
62550,229679947
62551,69490780
62553,92536814
62554,47696882
62555,91878645
62556,55541880
62557,322733446
62558,239231152
62560,164678777
62561,68954246
62563,149154662
62565,315128368
62567,99838201
62568,326066524
62570,675492
62571,176974945
62572,107869731
62573,114735576
62601,115989513
62610,881098
62611,191403028
62612,233068174
62613,169270472
62615,131620974
62617,149778998
62618,222162705
62621,135631811
62622,4850698
62624,91102936
62625,58576683
62626,444462318
62627,231518885
62628,97630891
62629,98369888
62630,105479455
62631,36000078
62633,178458012
62634,145540565
62635,101445940
62638,175185854
62639,88085839
62640,197674219
62642,193340311
62643,88457596
62644,267283822
62649,97654881
62650,528042786
62655,146452727
62656,373593433
62661,105499926
62663,2648688
62664,282513415
62665,112483059
62666,78078263
62667,95607342
62668,166787358
62670,217964185
62671,124923397
62672,1898765
62673,81561543
62674,193133019
62675,282887722
62677,238355819
62681,448369644
62682,107795303
62684,65065040
62685,218593458
62688,121560796
62689,1564746
62690,131012673
62691,279752752
62692,227050188
62693,102114794
62694,403367859
62695,383600
62701,985743
62702,39957550
62703,39793968
62704,31264968
62707,111149928
62711,79351826
62712,55119083
62801,353771930
62803,149534435
62806,265081857
62807,114088800
62808,197395842
62809,30348599
62810,158670507
62811,1570959
62812,247400239
62814,183398152
62815,54158278
62816,89542260
62817,180381574
62818,67303634
62819,2897017
62820,54994144
62821,455922579
62822,6967522
62823,209677606
62824,274360889
62825,812955
62827,167663826
62828,211646816
62829,4442685
62830,73576114
62831,104058549
62832,250822608
62833,119681543
62835,188851799
62836,98456529
62837,422351470
62838,221486973
62839,189923384
62841,254205
62842,113935265
62843,15571058
62844,114589636
62846,55078125
62848,8480283
62849,292184804
62850,73432056
62851,72415410
62852,255847
62853,69576186
62854,235328946
62856,2409667
62858,399135486
62859,539247421
62860,85818716
62861,1409142
62862,69659087
62863,387421550
62864,375872756
62865,141133560
62867,86869216
62868,261205599
62869,232681577
62870,101067356
62871,132293882
62872,61201215
62874,3671025
62875,175516352
62876,7956551
62877,84939300
62878,91321119
62879,530418
62880,107605743
62881,260100275
62882,81819218
62883,104643777
62884,81096747
62885,126192918
62886,76858869
62887,58572064
62888,200296943
62889,78477867
62890,272248522
62891,1952936
62892,57966018
62893,48130707
62894,116516742
62895,265012979
62896,166773814
62897,32285464
62898,139716849
62899,266161133
62901,77482668
62902,159217291
62903,51339729
62905,89431473
62906,158106640
62907,238700153
62908,131456246
62910,268415205
62912,138662550
62914,50889342
62915,311117
62916,87814300
62917,83049436
62918,93147431
62919,126402534
62920,169664620
62921,1961482
62922,167754548
62923,78094261
62924,109066696
62926,207850245
62927,1134755
62928,43965166
62930,183537872
62931,266888263
62932,99576326
62933,3763464
62934,199128116
62935,144371834
62938,435700976
62939,113693845
62940,66915966
62941,87874966
62942,84043450
62943,98773586
62946,360164297
62947,176859875
62948,48696551
62949,3990424
62950,77920971
62951,64026729
62952,253570615
62953,2237075
62954,126659123
62956,67199919
62957,109891015
62958,118653630
62959,350517275
62960,301225158
62961,580951
62962,101668106
62963,11912595
62964,68099626
62965,1654202
62966,293185938
62967,16810017
62969,51322596
62970,71714467
62972,172667799
62974,69196773
62975,59951377
62976,68179521
62977,51035952
62979,197719697
62982,20175871
62983,52297161
62984,205023990
62985,173922574
62987,212185517
62988,161224010
62990,111094994
62992,90036405
62994,96614706
62995,281304953
62996,65675509
62997,895639
62998,120098421
62999,5555111
63005,90252326
63010,56192326
63011,37377273
63012,73760490
63013,97010622
63014,100240196
63015,43407920
63016,59082441
63017,50693549
63019,8482532
63020,366555908
63021,57095468
63023,181911098
63025,103728977
63026,65563294
63028,316780558
63030,50609555
63031,38150046
63033,31982917
63034,49678333
63036,69609513
63037,212531360
63038,54202391
63039,9914167
63040,11647827
63041,35740652
63042,31521654
63043,36682956
63044,38841201
63045,4348887
63047,567836
63048,8787063
63049,65377020
63050,232987987
63051,119996064
63052,84485327
63053,65559
63055,71201874
63056,151468678
63057,130940
63060,123499406
63061,5402776
63068,233845536
63069,179060104
63070,35260332
63071,102962547
63072,106939244
63073,17943283
63074,9949392
63077,224741376
63079,2209363
63080,675075412
63084,194518471
63087,34241079
63088,14539530
63089,93963099
63090,211562150
63091,125230352
63101,978015
63102,3694244
63103,5592480
63104,8949917
63105,6930465
63106,5842045
63107,6218572
63108,5802025
63109,9246622
63110,16219489
63111,8390001
63112,8567805
63113,6581292
63114,22846820
63115,11047668
63116,14258042
63117,6080797
63118,8687778
63119,21784225
63120,6242072
63121,18574959
63122,36576128
63123,32462461
63124,22682519
63125,25726089
63126,12018228
63127,16199103
63128,38874794
63129,54010975
63130,13012898
63131,35981433
63132,13632862
63133,7737299
63134,21299140
63135,16245327
63136,27410121
63137,18984669
63138,47530638
63139,10078219
63140,1303319
63141,36472700
63143,5122348
63144,6064288
63146,36107137
63147,15131598
63155,57711
63301,228948188
63303,51337096
63304,108481644
63330,79129887
63332,139188839
63333,113468101
63334,451818583
63336,186976241
63339,219001717
63341,141848010
63343,286520504
63344,203377147
63345,53231427
63347,97744907
63348,138672863
63349,93391430
63350,62384505
63351,143267514
63352,273740001
63353,218436129
63357,328542974
63359,368430896
63361,411579346
63362,95389512
63363,225504580
63366,177965720
63367,34649356
63368,42675039
63369,83857556
63370,624294
63373,43023397
63376,107532547
63377,341925594
63379,350968348
63381,69944161
63382,298509873
63383,410867989
63384,217544646
63385,173597668
63386,80488851
63387,241598
63388,158779956
63389,105093569
63390,199463180
63401,270337838
63430,135568377
63431,120849420
63432,229861199
63433,32405870
63434,166195946
63435,364929496
63436,218522116
63437,320529187
63438,35755493
63439,52247024
63440,232225184
63441,232916368
63443,125586144
63445,429906193
63446,282272427
63447,220509992
63448,127732281
63450,65771629
63451,149361991
63452,248617771
